Piotr_Jaroszewicz	isPoliticianOf	Poland
Bill_Ritter	isPoliticianOf	United_States
Mieczysław_Rakowski	isPoliticianOf	Poland
Andrew_Johnson	isPoliticianOf	Tennessee
Leland_Stanford	isPoliticianOf	California
Alfonso_López_Michelsen	isPoliticianOf	Colombia
Thomas_B._Cuming	isPoliticianOf	Nebraska_Territory
Nayef_bin_Abdul-Aziz_Al_Saud	isPoliticianOf	Saudi_Arabia
Alexei_Kosygin	isPoliticianOf	Russia
Roger_Sherman_Baldwin	isPoliticianOf	Connecticut
Adlai_Stevenson_II	isPoliticianOf	Illinois
C._A._Robins	isPoliticianOf	Idaho
Benjamin_Travis_Laney	isPoliticianOf	Arkansas
Félix_Houphouët-Boigny	isPoliticianOf	Ivory_Coast
Ann_Richards	isPoliticianOf	Texas
Salman_bin_Abdulaziz_Al_Saud	isPoliticianOf	Riyadh
Jaume_Matas	isPoliticianOf	Spain
Oliver_Wolcott,_Jr.	isPoliticianOf	United_States
Heinz_Kessler	isPoliticianOf	East_Germany
Calvin_Coolidge	isPoliticianOf	United_States
Julius_Sterling_Morton	isPoliticianOf	Nebraska_Territory
Joshua_Clayton	isPoliticianOf	Delaware
Maggie_Hassan	isPoliticianOf	United_States
Muhammad_Mian_Soomro	isPoliticianOf	Pakistan
Pete_Wilson	isPoliticianOf	United_States
Bob_Riley	isPoliticianOf	Alabama
Mieczysław_Rakowski	isPoliticianOf	People's_Republic_of_Poland
Jesse_Ventura	isPoliticianOf	Minnesota
Chris_Christie	isPoliticianOf	New_Jersey
Ernest_Gruening	isPoliticianOf	United_States
Samak_Sundaravej	isPoliticianOf	Bangkok
Bill_Richardson	isPoliticianOf	United_States
Morarji_Desai	isPoliticianOf	India
Kathleen_Blanco	isPoliticianOf	United_States
Mark_Warner	isPoliticianOf	Virginia
John_Hoeven	isPoliticianOf	United_States
Wally_Hickel	isPoliticianOf	Alaska
Scott_Walker_(politician)	isPoliticianOf	United_States
Chet_Culver	isPoliticianOf	Iowa
Wilhelm_Marx	isPoliticianOf	Germany
Liaquat_Ali_Khan	isPoliticianOf	Pakistan
Bola_Ige	isPoliticianOf	Oyo_State
Rómulo_Díaz_de_la_Vega	isPoliticianOf	Yucatán
Bobby_Jindal	isPoliticianOf	Louisiana
Charles_S._Deneen	isPoliticianOf	Illinois
Robert_E._Smylie	isPoliticianOf	United_States
Jack_Markell	isPoliticianOf	Delaware
Václav_Klaus	isPoliticianOf	Czech_Republic
Getúlio_Vargas	isPoliticianOf	Brazil
Boris_Yeltsin	isPoliticianOf	Russia
Bob_McDonnell	isPoliticianOf	United_States
Sid_McMath	isPoliticianOf	United_States
Slobodan_Milošević	isPoliticianOf	Socialist_Federal_Republic_of_Yugoslavia
Mika_Špiljak	isPoliticianOf	Socialist_Federal_Republic_of_Yugoslavia
Neil_Abercrombie	isPoliticianOf	Hawaii
Otis_R._Bowen	isPoliticianOf	Indiana
Ronald_Reagan	isPoliticianOf	California
Léopold_Sédar_Senghor	isPoliticianOf	Senegal
Viktor_Chernomyrdin	isPoliticianOf	Russia
Józef_Cyrankiewicz	isPoliticianOf	Polish_People's_Republic
Gary_Herbert	isPoliticianOf	United_States
Ivan_Silayev	isPoliticianOf	Soviet_Union
Charles_C._Stockley	isPoliticianOf	Delaware
Bill_Clinton	isPoliticianOf	Arkansas
Jon_Corzine	isPoliticianOf	New_Jersey
Chandrika_Kumaratunga	isPoliticianOf	Sri_Lanka
Pat_McCrory	isPoliticianOf	United_States
Bruce_Sundlun	isPoliticianOf	United_States
Earl_Ray_Tomblin	isPoliticianOf	West_Virginia
Phil_Bryant	isPoliticianOf	Mississippi
Washington_Ellsworth_Lindsey	isPoliticianOf	United_States
Dirk_Kempthorne	isPoliticianOf	Idaho
Mihail_Kogălniceanu	isPoliticianOf	Romania
Gustáv_Husák	isPoliticianOf	Slovakia
