214	sister	212
1386	sister	1384
209	sister	215
972	sister	973
1276	sister	1275
1427	sister	1426
832	sister	828
1233	sister	1236
74	sister	76
1272	sister	1276
599	sister	2738
74	sister	75
2745	sister	2747
433	sister	591
2861	sister	2860
1199	sister	1198
413	sister	414
241	sister	1712
1659	sister	1657
736	sister	765
1283	sister	1284
30	sister	280
221	sister	222
1401	sister	1400
749	sister	743
846	sister	843
746	sister	745
1516	sister	1392
933	sister	932
1258	sister	1257
1163	sister	568
545	sister	543
1189	sister	1192
661	sister	1205
1274	sister	1265
258	sister	256
523	sister	524
335	sister	337
1759	sister	1758
233	sister	234
1806	sister	1805
830	sister	776
847	sister	843
2378	sister	2375
1156	sister	1159
2902	sister	2901
94	sister	149
99	sister	97
2285	sister	2283
1043	sister	1040
1288	sister	1287
214	sister	204
2072	sister	2071
441	sister	471
1806	sister	1804
1151	sister	1143
511	sister	2654
218	sister	202
1071	sister	1070
204	sister	210
2784	sister	2788
2562	sister	2561
999	sister	1003
559	sister	558
1163	sister	1160
1239	sister	1233
1168	sister	1170
1274	sister	1267
1275	sister	1273
896	sister	2913
702	sister	699
1977	sister	1968
1158	sister	638
2317	sister	2316
1378	sister	1373
2579	sister	2576
1401	sister	1402
209	sister	141
2746	sister	2745
214	sister	218
2834	sister	2835
733	sister	732
1043	sister	1044
746	sister	748
2527	sister	2529
3	sister	5
1151	sister	1153
1165	sister	1167
1199	sister	1200
2087	sister	2090
2544	sister	2543
1165	sister	1169
1331	sister	1330
85	sister	84
1699	sister	1698
2378	sister	2376
2861	sister	1627
47	sister	50
974	sister	975
1035	sister	1031
426	sister	422
1766	sister	1547
1264	sister	1267
1199	sister	1196
1276	sister	1271
241	sister	242
832	sister	831
2776	sister	2773
1006	sister	999
1986	sister	1987
1761	sister	1543
59	sister	61
173	sister	177
2673	sister	466
49	sister	47
702	sister	698
2119	sister	765
312	sister	310
204	sister	203
1240	sister	1234
1986	sister	1982
1369	sister	1367
969	sister	967
51	sister	176
2887	sister	2100
85	sister	38
441	sister	1064
501	sister	500
1375	sister	1374
829	sister	832
1275	sister	1268
340	sister	339
610	sister	472
1386	sister	1390
96	sister	95
2153	sister	2154
1959	sister	1911
98	sister	97
745	sister	744
2417	sister	920
135	sister	136
1650	sister	1660
1472	sister	1471
1854	sister	1858
1110	sister	1108
1123	sister	601
2786	sister	2785
