744	aunt	717
5	aunt	77
1465	aunt	2085
720	aunt	723
2417	aunt	2421
1155	aunt	1199
306	aunt	280
147	aunt	2630
2294	aunt	988
2748	aunt	2765
2527	aunt	2715
2748	aunt	2751
1168	aunt	570
7	aunt	24
224	aunt	238
2528	aunt	2719
335	aunt	215
744	aunt	719
1157	aunt	1196
1156	aunt	1197
147	aunt	2631
2079	aunt	2083
1987	aunt	1799
1206	aunt	1210
2861	aunt	731
1238	aunt	1437
209	aunt	262
534	aunt	930
2635	aunt	432
5	aunt	75
1284	aunt	1278
1699	aunt	1115
2775	aunt	2782
1007	aunt	776
210	aunt	135
2857	aunt	702
324	aunt	335
1155	aunt	1201
1379	aunt	1368
491	aunt	97
1159	aunt	1201
11	aunt	72
215	aunt	222
830	aunt	844
59	aunt	2958
1283	aunt	1279
156	aunt	50
1288	aunt	1265
1369	aunt	1289
749	aunt	709
7	aunt	99
1985	aunt	1807
1064	aunt	1063
1672	aunt	1061
561	aunt	412
638	aunt	1196
2856	aunt	703
210	aunt	223
2858	aunt	2854
638	aunt	1198
2526	aunt	2718
2973	aunt	1699
1681	aunt	1691
463	aunt	58
333	aunt	1653
2528	aunt	2714
257	aunt	1033
995	aunt	1002
1002	aunt	830
2529	aunt	2729
2116	aunt	771
433	aunt	594
338	aunt	212
2079	aunt	2086
1672	aunt	1610
2857	aunt	2854
356	aunt	305
1388	aunt	1394
156	aunt	46
331	aunt	337
1284	aunt	1274
829	aunt	845
1501	aunt	1225
499	aunt	86
1985	aunt	1794
2079	aunt	2088
1157	aunt	1201
1000	aunt	831
12	aunt	1666
535	aunt	937
1007	aunt	828
333	aunt	290
1164	aunt	570
2117	aunt	2126
1268	aunt	1256
2528	aunt	2726
491	aunt	95
324	aunt	1637
12	aunt	466
330	aunt	340
1004	aunt	830
51	aunt	1963
2528	aunt	2447
2861	aunt	727
2699	aunt	1676
1258	aunt	1239
1206	aunt	1209
1272	aunt	1256
2526	aunt	2724
2527	aunt	2729
1267	aunt	1257
15	aunt	36
747	aunt	714
84	aunt	461
467	aunt	231
1284	aunt	1275
254	aunt	1664
85	aunt	82
1379	aunt	1747
2888	aunt	843
2887	aunt	846
1370	aunt	1887
2119	aunt	771
8	aunt	16
1233	aunt	1348
215	aunt	223
254	aunt	2673
2856	aunt	696
5	aunt	28
610	aunt	1062
1283	aunt	1272
74	aunt	422
1390	aunt	1519
2857	aunt	696
17	aunt	952
463	aunt	60
1159	aunt	646
96	aunt	895
1284	aunt	1272
254	aunt	156
920	aunt	2130
1074	aunt	1150
11	aunt	98
2974	aunt	2
1232	aunt	1603
745	aunt	712
2773	aunt	2820
3	aunt	123
1199	aunt	1440
5	aunt	122
511	aunt	2665
1232	aunt	1411
1682	aunt	512
2697	aunt	2702
254	aunt	1568
12	aunt	37
1387	aunt	2957
254	aunt	14
896	aunt	751
1387	aunt	1397
333	aunt	141
734	aunt	745
733	aunt	744
1002	aunt	828
306	aunt	30
1370	aunt	1289
77	aunt	234
1275	aunt	1257
499	aunt	83
3	aunt	95
2117	aunt	771
325	aunt	301
209	aunt	222
215	aunt	135
41	aunt	405
7	aunt	129
41	aunt	1666
38	aunt	81
1682	aunt	1692
346	aunt	1657
2673	aunt	439
2673	aunt	232
1368	aunt	1284
972	aunt	980
561	aunt	511
728	aunt	748
2973	aunt	1114
745	aunt	717
2780	aunt	2804
906	aunt	912
138	aunt	1737
325	aunt	1736
1987	aunt	1809
163	aunt	476
557	aunt	1682
713	aunt	703
12	aunt	229
324	aunt	337
340	aunt	214
714	aunt	696
1140	aunt	495
2654	aunt	1684
747	aunt	708
975	aunt	980
1198	aunt	690
1288	aunt	1267
11	aunt	73
1140	aunt	1148
1667	aunt	2702
7	aunt	97
2673	aunt	147
215	aunt	221
593	aunt	443
85	aunt	81
1151	aunt	1146
1274	aunt	1256
829	aunt	835
654	aunt	353
59	aunt	827
1386	aunt	2224
2784	aunt	2793
7	aunt	123
470	aunt	1040
747	aunt	713
467	aunt	2964
511	aunt	2666
1239	aunt	1338
214	aunt	220
524	aunt	535
832	aunt	1428
1375	aunt	1367
2974	aunt	1737
734	aunt	743
1064	aunt	444
1000	aunt	776
210	aunt	222
2782	aunt	2807
1639	aunt	1653
3	aunt	79
1106	aunt	1103
1232	aunt	2073
744	aunt	714
2887	aunt	842
1692	aunt	657
470	aunt	2707
2118	aunt	770
330	aunt	335
2118	aunt	2124
728	aunt	747
2528	aunt	2728
2773	aunt	2813
2417	aunt	751
2773	aunt	2821
467	aunt	2967
1379	aunt	1873
470	aunt	2711
258	aunt	1031
734	aunt	748
1195	aunt	1439
734	aunt	767
1414	aunt	2540
491	aunt	37
11	aunt	74
53	aunt	59
1378	aunt	1368
2361	aunt	2372
2888	aunt	847
5	aunt	15
3	aunt	28
1257	aunt	1238
147	aunt	58
1121	aunt	1124
1232	aunt	2065
1139	aunt	1149
923	aunt	937
1672	aunt	1611
2862	aunt	732
1986	aunt	1808
17	aunt	34
84	aunt	48
734	aunt	746
729	aunt	746
2913	aunt	2915
995	aunt	986
709	aunt	698
713	aunt	704
16	aunt	32
84	aunt	46
85	aunt	47
1233	aunt	1412
8	aunt	75
2673	aunt	233
746	aunt	951
7	aunt	28
428	aunt	78
534	aunt	933
491	aunt	154
491	aunt	1357
74	aunt	420
593	aunt	444
1157	aunt	1197
2850	aunt	1640
746	aunt	719
7	aunt	29
2784	aunt	2795
1284	aunt	1265
749	aunt	717
77	aunt	80
330	aunt	1639
829	aunt	844
2527	aunt	2722
101	aunt	504
1386	aunt	2957
5	aunt	123
148	aunt	60
11	aunt	79
1167	aunt	572
38	aunt	80
744	aunt	713
325	aunt	336
340	aunt	133
79	aunt	462
1985	aunt	1804
1681	aunt	1689
2858	aunt	700
204	aunt	221
2654	aunt	2665
749	aunt	710
257	aunt	1034
254	aunt	71
2788	aunt	2793
331	aunt	301
470	aunt	1042
335	aunt	133
491	aunt	96
94	aunt	1362
709	aunt	696
1985	aunt	1796
1276	aunt	1258
330	aunt	1638
734	aunt	736
557	aunt	653
905	aunt	909
906	aunt	911
1072	aunt	1089
1157	aunt	1200
1386	aunt	1395
1378	aunt	1370
734	aunt	706
1369	aunt	1288
2913	aunt	746
557	aunt	412
2775	aunt	2821
335	aunt	209
2526	aunt	2447
254	aunt	17
997	aunt	999
1152	aunt	1146
2697	aunt	451
238	aunt	148
1169	aunt	571
1029	aunt	428
1386	aunt	1861
11	aunt	310
12	aunt	163
716	aunt	723
16	aunt	36
98	aunt	436
11	aunt	97
5	aunt	21
39	aunt	82
1378	aunt	1873
619	aunt	650
1368	aunt	1290
2526	aunt	2729
994	aunt	1005
8	aunt	38
746	aunt	711
215	aunt	136
2861	aunt	729
463	aunt	480
8	aunt	96
476	aunt	2631
1076	aunt	1680
1389	aunt	1860
1238	aunt	1502
98	aunt	588
98	aunt	437
