748	brother	744
216	brother	212
1138	brother	1140
1767	brother	1761
2573	brother	2574
1567	brother	1565
130	brother	333
904	brother	904
1221	brother	1502
1767	brother	1768
1150	brother	1153
1972	brother	1969
743	brother	745
1887	brother	1888
432	brother	591
2040	brother	2039
698	brother	704
1335	brother	1335
1044	brother	1044
700	brother	697
1138	brother	1159
875	brother	875
2469	brother	2472
703	brother	698
1120	brother	600
1231	brother	1240
1382	brother	1386
698	brother	695
430	brother	2643
717	brother	713
2020	brother	2021
1566	brother	1567
132	brother	218
1187	brother	1188
323	brother	331
963	brother	963
1374	brother	1375
1281	brother	1369
2576	brother	2577
1187	brother	691
850	brother	849
519	brother	522
1754	brother	1753
1014	brother	999
1031	brother	1031
597	brother	456
1701	brother	1701
1015	brother	999
743	brother	751
178	brother	180
770	brother	771
742	brother	745
1690	brother	1692
1324	brother	1325
1290	brother	1283
445	brother	608
831	brother	832
416	brother	411
1712	brother	242
1236	brother	1236
293	brother	295
466	brother	229
67	brother	67
1942	brother	1944
2260	brother	2262
412	brother	414
1754	brother	1756
133	brother	132
132	brother	215
493	brother	357
421	brother	425
1289	brother	1287
1567	brother	1567
2552	brother	2554
431	brother	431
73	brother	405
1285	brother	1290
766	brother	2115
158	brother	158
149	brother	152
286	brother	1266
2237	brother	1516
309	brother	1102
1471	brother	1471
1286	brother	1289
604	brother	227
2471	brother	2471
2643	brother	433
202	brother	202
411	brother	413
767	brother	765
334	brother	340
1792	brother	1986
1344	brother	2283
1015	brother	1003
2315	brother	869
422	brother	422
730	brother	728
1171	brother	1168
234	brother	232
72	brother	76
1183	brother	1190
869	brother	2314
130	brother	336
2084	brother	2089
852	brother	845
1534	brother	1753
1219	brother	1223
1289	brother	1283
1664	brother	1665
1971	brother	1977
487	brother	486
869	brother	2313
1182	brother	1182
341	brother	2124
711	brother	716
329	brother	330
217	brother	202
1866	brother	1866
2115	brother	736
2125	brother	2125
2312	brother	2314
834	brother	2868
857	brother	2349
572	brother	570
1279	brother	1273
993	brother	995
1231	brother	1237
1278	brother	1269
1148	brother	495
2596	brother	2596
493	brother	44
1099	brother	1106
420	brother	423
922	brother	922
129	brother	280
2343	brother	2349
688	brother	1181
2470	brother	2472
1786	brother	1808
2430	brother	2431
1001	brother	1001
420	brother	552
852	brother	843
1234	brother	1237
558	brother	558
1236	brother	1233
2114	brother	2116
2387	brother	2387
904	brother	890
700	brother	698
339	brother	335
152	brother	6
1278	brother	1264
1804	brother	1808
1758	brother	1753
216	brother	215
1269	brother	1264
431	brother	591
341	brother	2125
2397	brother	2398
416	brother	653
2313	brother	2315
766	brother	767
213	brother	204
719	brother	718
1767	brother	1757
130	brother	334
71	brother	606
712	brother	720
992	brother	992
770	brother	2125
1226	brother	1225
180	brother	51
2501	brother	2503
31	brother	33
1515	brother	1392
487	brother	487
604	brother	40
1364	brother	1377
1335	brother	1463
529	brother	730
418	brother	511
1666	brother	598
1799	brother	1810
72	brother	77
1241	brother	1233
1570	brother	40
130	brother	335
213	brother	202
83	brother	72
309	brother	309
1265	brother	1270
430	brother	591
711	brother	709
708	brother	718
2747	brother	2769
1678	brother	1679
230	brother	231
1279	brother	1276
1551	brother	1768
2360	brother	2360
139	brother	139
1014	brother	1004
279	brother	278
2357	brother	2357
708	brother	720
1242	brother	1241
13	brother	14
1210	brother	1209
1114	brother	1698
232	brother	439
139	brother	2973
1353	brother	1353
1534	brother	1768
294	brother	295
1457	brother	1458
327	brother	328
1978	brother	1979
216	brother	133
1236	brother	1237
1758	brother	1767
1235	brother	1239
34	brother	32
1666	brother	2697
1161	brother	1169
1138	brother	1158
