<1383_1385_Portuguese_interregnum>	<hasSpouse>	<No>
<1383_1385_Portuguese_interregnum>	<successor>	<John_I_of_Portugal>
<1383_1385_Portuguese_interregnum>	<Type>	<Person>
<A_nor_de_Ch_tellerault>	<father>	<Aimery_I_Viscount_of_Ch_tellerault>
<A_nor_de_Ch_tellerault>	<gender>	"""female""@en ."
<A_nor_de_Ch_tellerault>	<mother>	<Dangereuse_de_l_Isle_Bouchard>
<A_nor_de_Ch_tellerault>	<name>	"""A_nor of Ch_tellerault""@en ."
<A_nor_de_Ch_tellerault>	<parent>	<Aimery_I_Viscount_of_Ch_tellerault>
<A_nor_de_Ch_tellerault>	<spouse>	<William_X_Duke_of_Aquitaine>
<Ad_la_de_d_Orl_ans>	<hasSpouse>	<No>
<Adalard_of_Paris>	<hasSpouse>	<No>
<Adalbert_Duke_of_Lorraine>	<hasSpouse>	<No>
<Adalbert_I_of_Ivrea>	<gender>	"""male""@en ."
<Adalbert_of_Italy>	<gender>	"""male""@en ."
<Adam_Albert_von_Neipperg>	<hasSpouse>	<Yes>
<Adam_FitzRoy>	<hasSpouse>	<No>
<Adam_Gordon_of_Auchindoun>	<hasSpouse>	<No>
<Adela_of_Champagne>	<child>	<Agnes_of_France_Byzantine_Empress>
<Adela_of_France>	<gender>	"""female""@en ."
<Adela_of_Milan>	<gender>	"""female""@en ."
<Adela_of_Normandy>	<gender>	"""female""@en ."
<Adelaide_Blanche_of_Anjou>	<father>	<Fulk_II_Count_of_Anjou>
<Adelaide_Blanche_of_Anjou>	<name>	"""Adelaide_Blanche of Anjou""@en ."
<Adelaide_Countess_of_Burgundy>	<marriedTo>	<Hugh_Count_of_Burgundy>
<Adelaide_of_Aquitaine>	<child>	<Gisela_of_France_Countess_of_Ponthieu>
<Adelaide_of_Auxerre_born_c._870>	<father>	<Conrad_II_Duke_of_Transjurane_Burgundy>
<Adelaide_of_Auxerre_born_c._870>	<name>	"""Adelaide""@en ."
<Adelaide_of_Burgundy_Duchess_of_Brabant>	<father>	<Hugh_IV_Duke_of_Burgundy>
<Adelaide_of_Burgundy_Duchess_of_Brabant>	<name>	"""Adelaide of Burgundy""@en ."
<Adelaide_of_Burgundy_born_c._896>	<gender>	"""female""@en ."
<Adelaide_of_Holland>	<gender>	"""female""@en ."
<Adelaide_of_Italy>	<name>	"""Adelaide of Italy""@en ."
<Adelaide_of_Italy>	<predecessor>	<Willa_of_Tuscany>
<Adelaide_of_Leuven>	<gender>	"""female""@en ."
