529	father	1341
553	father	559
2310	father	2314
2863	father	1469
735	father	767
1530	father	1532
1391	father	2957
875	father	892
2211	father	2210
1617	father	1650
652	father	1692
2278	father	2281
2099	father	2339
1236	father	1437
169	father	2932
1242	father	2072
802	father	801
735	father	2116
353	father	2677
466	father	2842
162	father	43
1013	father	1001
1335	father	2088
740	father	529
1643	father	299
1830	father	2870
83	father	462
916	father	918
2942	father	2943
1698	father	2903
409	father	432
1903	father	2464
1641	father	346
68	father	291
432	father	592
2675	father	1563
613	father	663
130	father	215
72	father	82
21	father	426
336	father	2146
1371	father	1376
295	father	949
44	father	150
1903	father	2465
773	father	830
409	father	591
1729	father	782
2109	father	2396
344	father	1639
2405	father	2406
1397	father	1399
1533	father	1757
229	father	2964
1940	father	1944
692	father	703
1040	father	1047
438	father	468
162	father	412
618	father	650
1409	father	2767
449	father	2743
461	father	2631
2995	father	2998
1404	father	1867
152	father	1355
1913	father	1959
162	father	414
706	father	709
468	father	975
1517	father	1518
1617	father	1658
1380	father	1388
988	father	994
1329	father	1334
960	father	962
725	father	734
468	father	973
9	father	121
347	father	486
1533	father	1758
54	father	55
2405	father	2407
1086	father	1090
1739	father	1903
349	father	493
2228	father	2230
857	father	856
1278	father	1744
1405	father	1866
758	father	771
520	father	922
25	father	28
1533	father	1534
1150	father	1180
278	father	284
2749	father	2752
730	father	742
62	father	64
1242	father	2073
758	father	2126
484	father	356
1138	father	1151
225	father	604
2713	father	2716
291	father	982
1329	father	1333
1229	father	1232
1013	father	1004
344	father	764
2517	father	2921
2075	father	1414
2355	father	2360
600	father	1133
1786	father	1788
145	father	179
1869	father	1510
553	father	558
1261	father	1272
3002	father	3004
1463	father	1466
130	father	203
804	father	240
897	father	2509
3002	father	3006
117	father	311
1671	father	1676
145	father	181
706	father	717
2774	father	2780
100	father	238
1237	father	1338
2047	father	2051
565	father	653
44	father	94
1455	father	1460
130	father	218
184	father	182
20	father	72
1281	father	1261
20	father	75
568	father	571
1118	father	1121
2341	father	2350
600	father	1123
2050	father	2056
1497	father	1499
141	father	144
600	father	1124
764	father	1617
1463	father	1490
244	father	2981
1432	father	1249
1221	father	1225
921	father	935
225	father	41
1816	father	2438
1533	father	1768
1221	father	1227
40	father	37
2448	father	2973
1527	father	1525
2564	father	2577
1099	father	309
758	father	2124
834	father	1431
1229	father	1239
1335	father	2089
1207	father	1209
251	father	552
604	father	2697
735	father	765
689	father	1192
966	father	968
828	father	850
828	father	846
924	father	930
735	father	2119
2747	father	2761
2553	father	2564
903	father	912
1792	father	1804
1207	father	1210
719	father	723
2770	father	2777
2985	father	2992
597	father	2829
1311	father	1316
2985	father	2993
2794	father	2796
2593	father	2597
991	father	1005
1617	father	1660
1041	father	1050
1533	father	1760
988	father	993
2781	father	2799
2738	father	2832
409	father	2643
1945	father	1947
1664	father	1670
278	father	283
445	father	603
145	father	51
2418	father	2420
2553	father	2562
991	father	1015
280	father	287
902	father	903
2452	father	2469
102	father	504
2576	father	2582
40	father	155
2359	father	2387
155	father	502
604	father	1667
2452	father	2474
1073	father	1088
597	father	451
2747	father	2765
107	father	320
57	father	59
323	father	336
692	father	696
1609	father	1611
1229	father	1238
347	father	224
706	father	710
529	father	751
1224	father	2079
751	father	951
2452	father	2473
692	father	702
1517	father	1519
445	father	2526
1630	father	2858
2774	father	2782
1433	father	1435
2553	father	2561
2075	father	1220
405	father	439
21	father	422
1930	father	1933
761	father	1161
740	father	739
578	father	580
169	father	2930
162	father	511
1617	father	1642
2039	father	2045
152	father	1359
804	father	65
2423	father	2426
249	father	253
2452	father	2471
2671	father	2685
2064	father	1437
2	father	11
761	father	1164
1224	father	1465
730	father	743
2813	father	2815
1869	father	1374
21	father	420
625	father	628
1236	father	1330
2885	father	871
44	father	491
1487	father	1488
1511	father	1514
1447	father	1449
149	father	159
2341	father	2349
735	father	736
432	father	593
1104	father	1109
1371	father	1510
2310	father	2318
449	father	2742
1261	father	1266
735	father	766
568	father	553
775	father	843
2813	father	2816
2037	father	2039
1617	father	1655
1329	father	1465
1538	father	1927
1380	father	1391
772	father	1177
203	father	220
102	father	503
1763	father	1765
772	father	1178
874	father	883
2265	father	2266
1193	father	1201
1261	father	1280
227	father	465
3002	father	3003
2517	father	2516
475	father	877
42	father	2665
1792	father	1805
600	father	1134
1869	father	1376
42	father	44
227	father	2673
1533	father	1552
640	father	643
409	father	2642
1463	father	1488
6	father	95
1371	father	1377
2725	father	2728
1470	father	1484
341	father	321
650	father	2655
520	father	923
2	father	5
1625	father	2855
706	father	713
1261	father	1274
1229	father	1233
