946	daughter	945
78	daughter	20
2748	daughter	2736
285	daughter	281
1595	daughter	2058
595	daughter	485
1035	daughter	552
1535	daughter	1537
736	daughter	735
1795	daughter	1792
2780	daughter	2779
1314	daughter	2662
2597	daughter	2594
2446	daughter	603
1699	daughter	1696
1007	daughter	998
1809	daughter	1798
958	daughter	450
233	daughter	76
2079	daughter	1329
776	daughter	773
2349	daughter	2342
1760	daughter	1542
1796	daughter	1802
2761	daughter	2762
113	daughter	67
2746	daughter	1409
975	daughter	468
1428	daughter	838
849	daughter	848
2527	daughter	602
1283	daughter	1282
2894	daughter	2100
2697	daughter	604
1043	daughter	1038
559	daughter	556
1681	daughter	559
1271	daughter	1277
2763	daughter	2762
849	daughter	859
257	daughter	251
716	daughter	706
2901	daughter	2449
1860	daughter	1517
728	daughter	725
2065	daughter	1416
331	daughter	321
1156	daughter	637
1198	daughter	1193
995	daughter	988
1123	daughter	1132
2117	daughter	735
2799	daughter	2803
1152	daughter	1142
1795	daughter	1798
2767	daughter	2737
716	daughter	707
1759	daughter	1533
1257	daughter	127
923	daughter	520
2921	daughter	2517
245	daughter	2511
1264	daughter	1277
726	daughter	738
1188	daughter	689
1389	daughter	1381
972	daughter	468
1403	daughter	1398
741	daughter	531
571	daughter	568
1800	daughter	1798
2799	daughter	2798
2782	daughter	2774
2746	daughter	2737
23	daughter	19
2769	daughter	2737
2526	daughter	602
2474	daughter	2453
51	daughter	146
476	daughter	101
346	daughter	1640
2861	daughter	738
1398	daughter	1522
1358	daughter	152
330	daughter	321
1805	daughter	1798
1986	daughter	1964
1076	daughter	1078
1214	daughter	2652
2146	daughter	762
1019	daughter	993
1139	daughter	626
65	daughter	93
1004	daughter	991
442	daughter	441
2073	daughter	1242
3005	daughter	2999
179	daughter	145
2339	daughter	2099
472	daughter	608
906	daughter	895
702	daughter	693
1199	daughter	1158
433	daughter	409
827	daughter	60
1667	daughter	604
1163	daughter	343
1240	daughter	1229
2579	daughter	2575
1734	daughter	397
923	daughter	528
2294	daughter	1237
413	daughter	162
2974	daughter	2614
1134	daughter	600
333	daughter	332
2106	daughter	1430
2978	daughter	54
1844	daughter	1843
1441	daughter	1438
2440	daughter	838
166	daughter	2675
121	daughter	120
848	daughter	2099
1639	daughter	344
2784	daughter	2780
933	daughter	931
1192	daughter	689
1762	daughter	1532
2416	daughter	2418
2318	daughter	2310
2284	daughter	1348
972	daughter	469
718	daughter	706
254	daughter	226
690	daughter	1197
1238	daughter	1229
401	daughter	778
1288	daughter	1281
744	daughter	739
11	daughter	2
1796	daughter	1792
305	daughter	304
693	daughter	707
499	daughter	358
101	daughter	100
24	daughter	10
1110	daughter	1104
2832	daughter	2831
912	daughter	908
745	daughter	730
2506	daughter	587
2825	daughter	2824
1420	daughter	896
485	daughter	574
2856	daughter	1630
951	daughter	749
2502	daughter	2500
1071	daughter	1069
2887	daughter	840
1648	daughter	1654
975	daughter	469
69	daughter	803
348	daughter	352
413	daughter	410
830	daughter	774
749	daughter	739
848	daughter	2337
890	daughter	902
847	daughter	833
84	daughter	5
2317	daughter	2310
2072	daughter	1343
974	daughter	469
2996	daughter	2999
1157	daughter	637
690	daughter	1202
1860	daughter	1388
1190	daughter	690
2931	daughter	2929
2421	daughter	2131
1163	daughter	761
84	daughter	22
1025	daughter	1023
1195	daughter	1193
1121	daughter	1119
2654	daughter	410
2089	daughter	2081
1761	daughter	1542
1227	daughter	1221
33	daughter	30
1653	daughter	340
156	daughter	40
661	daughter	659
1331	daughter	1243
634	daughter	633
253	daughter	249
454	daughter	453
500	daughter	494
752	daughter	754
535	daughter	528
974	daughter	468
2917	daughter	749
2745	daughter	2737
1362	daughter	157
638	daughter	637
1672	daughter	608
1258	daughter	127
997	daughter	988
252	daughter	250
2234	daughter	1585
1469	daughter	1828
1267	daughter	1262
2915	daughter	590
1157	daughter	1137
841	daughter	2443
2417	daughter	1017
2281	daughter	1345
2829	daughter	598
1232	daughter	1230
709	daughter	715
49	daughter	39
593	daughter	434
822	daughter	169
1805	daughter	1802
214	daughter	130
2281	daughter	1344
1077	daughter	1075
1807	daughter	1798
1275	daughter	1262
1106	daughter	1104
561	daughter	553
46	daughter	39
1119	daughter	1202
1986	daughter	1965
441	daughter	232
830	daughter	773
729	daughter	726
1156	daughter	626
299	daughter	1643
1263	daughter	1261
1348	daughter	1418
1618	daughter	1641
1358	daughter	163
806	daughter	2995
1262	daughter	1746
436	daughter	96
2073	daughter	1343
1810	daughter	1793
1428	daughter	839
437	daughter	309
66	daughter	229
709	daughter	707
174	daughter	145
1174	daughter	772
2090	daughter	2081
1319	daughter	1316
1375	daughter	1371
94	daughter	45
2773	daughter	2770
3003	daughter	3002
2285	daughter	1348
2587	daughter	2586
38	daughter	5
1156	daughter	1137
1571	daughter	45
2796	daughter	2794
434	daughter	2637
842	daughter	848
989	daughter	1331
214	daughter	131
2712	daughter	1033
2554	daughter	417
1987	daughter	1965
472	daughter	1059
2887	daughter	841
1465	daughter	1329
474	daughter	473
638	daughter	1137
1165	daughter	761
847	daughter	848
1168	daughter	761
52	daughter	51
539	daughter	537
94	daughter	1569
2894	daughter	2885
