Ramon_Berenguer_III_Count_of_Barcelona	successor	Ramon_Berenguer_IV_Count_of_Barcelona
Henry_VI_of_England	successor	Edward_IV_of_England
William_X_Duke_of_Aquitaine	successor	Eleanor_of_Aquitaine
Richard_III_of_England	successor	Henry_VII_of_England
Charles_the_Bold	successor	Mary_of_Burgundy
Francis_Hyacinth_Duke_of_Savoy	successor	Charles_Emmanuel_II_Duke_of_Savoy
Alfred_the_Great	successor	Edward_the_Elder
Berengar_II_of_Italy	successor	Otto_I_Holy_Roman_Emperor
Henry_II_of_Castile	successor	John_I_of_Castile
Yaroslav_the_Wise	successor	Iziaslav_I_of_Kiev
Hugh_V_Duke_of_Burgundy	successor	Odo_IV_Duke_of_Burgundy
Simon_I_Duke_of_Lorraine	successor	Matthias_I_Duke_of_Lorraine
Charles_IX_of_France	successor	Henry_III_of_France
Charles_VI_Holy_Roman_Emperor	successor	Maria_Theresa
Ramon_Berenguer_IV_Count_of_Barcelona	successor	Alfonso_II_of_Aragon
Henry_IV_of_England	successor	Henry_V_of_England
Hugh_Magnus	successor	Henry_I_of_France
Otto_IV_Count_of_Burgundy	successor	Joan_II_Countess_of_Burgundy
Walter_Stewart_3rd_High_Steward_of_Scotland	successor	Alexander_Stewart_4th_High_Steward_of_Scotland
Petronilla_of_Aragon	successor	Alfonso_II_of_Aragon
Robert_I_Count_of_Dreux	successor	Robert_II_Count_of_Dreux
Frederick_of_Naples	successor	Louis_XII
Henry_of_Bohemia	successor	John_of_Bohemia
Victor_Amadeus_I_Duke_of_Savoy	successor	Francis_Hyacinth_Duke_of_Savoy
Archduchess_Anna_of_Austria	successor	Renata_of_Lorraine
Marie_Countess_of_Ponthieu	successor	Joan_Countess_of_Ponthieu
Louis_Philippe_II_Duke_of_Orl_ans	successor	Louis_Philippe_I
Henry_I_of_France	successor	Philip_I_of_France
Rudolf_I_Duke_of_Bavaria	successor	Louis_IV_Holy_Roman_Emperor
Louis_XII	successor	Ferdinand_II_of_Aragon
James_I_of_Scotland	successor	James_II_of_Scotland
Joan_I_Countess_of_Auvergne	successor	Philip_I_Duke_of_Burgundy
Frederick_I_Duke_of_Lorraine	successor	Frederick_II_Duke_of_Lorraine
Pepin_of_Herstal	successor	Grimoald_the_Younger
John_II_of_France	successor	Charles_V_of_France
Stephen_King_of_England	successor	Geoffrey_Plantagenet_Count_of_Anjou
Alfonso_II_Count_of_Provence	successor	Ramon_Berenguer_IV_Count_of_Provence
Philip_the_Good	successor	Charles_the_Bold
Louis_the_German	successor	Charles_the_Fat
Leopold_II_Holy_Roman_Emperor	successor	Ferdinand_III_Grand_Duke_of_Tuscany
Galeazzo_Maria_Sforza	successor	Gian_Galeazzo_Sforza
Afonso_II_of_Portugal	successor	Sancho_II_of_Portugal
Alix_Duchess_of_Brittany	successor	John_I_Duke_of_Brittany
George_I_of_Great_Britain	successor	George_II_of_Great_Britain
Frederick_III_Holy_Roman_Emperor	successor	Maximilian_I_Holy_Roman_Emperor
Rudolph_II_of_Burgundy	successor	Hugh_of_Italy
John_I_of_France	successor	Philip_V_of_France
Alfonso_VIII_of_Castile	successor	Henry_I_of_Castile
Urraca_of_Le_n	successor	Alfonso_VII_of_Le_n_and_Castile
Louis_Philippe_I_Duke_of_Orl_ans	successor	Ferdinand_Philippe_Duke_of_Orl_ans
Philip_IV_of_Spain	successor	John_IV_of_Portugal
Henry_the_Lion	successor	Otto_I_Duke_of_Bavaria
Joanna_of_Castile	successor	Charles_V_Holy_Roman_Emperor
Berengar_I_of_Italy	successor	Rudolph_II_of_Burgundy
Alderano_I_Cybo_Malaspina	successor	Maria_Teresa_Cybo_Malaspina_Duchess_of_Massa
Ferdinand_Philippe_Duke_of_Orl_ans	successor	Prince_Philippe_Count_of_Paris
Theresa_Countess_of_Portugal	successor	Afonso_I_of_Portugal
Willa_of_Tuscany	successor	Adelaide_of_Italy
Antoine_Duke_of_Montpensier	successor	Prince_Ferdinand_Duke_of_Montpensier
Oleg_of_Novgorod	successor	Igor_of_Kiev
Leopold_III_Duke_of_Austria	successor	William_Duke_of_Austria
Rudolph_of_France	successor	Louis_IV_of_France
Theodoric_II_Duke_of_Lorraine	successor	Simon_I_Duke_of_Lorraine
Giuliano_de_Medici_Duke_of_Nemours	successor	Lorenzo_de_Medici_Duke_of_Urbino
Anne_Queen_of_Great_Britain	successor	George_I_of_Great_Britain
Charles_VIII_of_France	successor	Louis_XII
Charles_Martel	successor	Carloman_mayor_of_the_palace
Desiderius	successor	Charlemagne
Robert_II_Duke_of_Burgundy	successor	Hugh_V_Duke_of_Burgundy
Charles_Emmanuel_III_of_Sardinia	successor	Victor_Amadeus_III_of_Sardinia
John_II_of_Aragon	successor	Eleanor_of_Navarre
Wulfoald	successor	Pepin_of_Herstal
Albert_II_of_Germany	successor	Frederick_III_Holy_Roman_Emperor
Ernest_Duke_of_Austria	successor	Frederick_III_Holy_Roman_Emperor
Charles_the_Fat	successor	Odo_of_France
Philip_III_of_France	successor	Philip_IV_of_France
Ferdinand_II_of_Aragon	successor	Joanna_of_Castile
Otto_I_Duke_of_Saxony	successor	Henry_the_Fowler
Ragenfrid	successor	Charles_Martel
Charles_VI_of_France	successor	Charles_VII_of_France
Henry_II_of_Navarre	successor	Jeanne_d_Albret
Louis_Bonaparte	successor	Napol_on_Louis_Bonaparte
Afonso_V_of_Portugal	successor	John_II_of_Portugal
Charles_II_of_Spain	successor	Philip_V_of_Spain
Philip_V_of_Spain	successor	Louis_I_of_Spain
Henry_III_of_England	successor	Edward_I_of_England
Guillaume_de_Montfort_of_Hainaut	successor	Amaury_I_de_Montfort
William_the_Younger_Duke_of_Brunswic_L_neburg	successor	Ernest_II_Duke_of_Brunswic_L_neburg
Louis_Philippe_I	successor	Ferdinand_Philippe_Duke_of_Orl_ans
Ferdinand_III_of_Castile	successor	Alfonso_X_of_Castile
Garsenda_Countess_of_Forcalquier	successor	Ramon_Berenguer_IV_Count_of_Provence
Richard_II_of_England	successor	Henry_IV_of_England
Sancho_I_of_Portugal	successor	Afonso_II_of_Portugal
Theobald_I_of_Navarre	successor	Theobald_II_of_Navarre
Pepin_of_Herstal	successor	Theudoald
Fulk_King_of_Jerusalem	successor	Geoffrey_Plantagenet_Count_of_Anjou
Francis_I_of_France	successor	Henry_II_of_France
Dirk_II_Count_of_Holland	successor	Arnulf_Count_of_Holland
Francis_I_Duke_of_Lorraine	successor	Charles_III_Duke_of_Lorraine
David_II_of_Scotland	successor	Robert_II_of_Scotland
Mary_Queen_of_Scots	successor	James_VI_and_I
Louis_I_of_Anjou	successor	Louis_II_of_Anjou
John_King_of_England	successor	Henry_III_of_England
Carloman_mayor_of_the_palace	successor	Pepin_the_Short
Henry_IV_of_France	successor	Louis_XIII
Denis_of_Portugal	successor	Afonso_IV_of_Portugal
Sviatoslav_I	successor	Vladimir_the_Great
Marie_of_Bade_Sponheim	successor	Archduchess_Anna_of_Austria
Charles_X	successor	Louis_Philippe_I
Henry_IV_of_Castile	successor	Isabella_I_of_Castile
Hugh_I_Duke_of_Burgundy	successor	Odo_I_Duke_of_Burgundy
Matthias_I_Duke_of_Lorraine	successor	Simon_II_Duke_of_Lorraine
Sancho_Count_of_Provence	successor	Alfonso_II_Count_of_Provence
Maximilian_I_Holy_Roman_Emperor	successor	Charles_V_Holy_Roman_Emperor
Charles_VI_Holy_Roman_Emperor	successor	Victor_Amadeus_II_of_Sardinia
