John_I_Count_of_Aumale	predecessor	Joan_Countess_of_Ponthieu
Louis_IV_Holy_Roman_Emperor	predecessor	Rudolf_I_Duke_of_Bavaria
William_the_Younger_Duke_of_Brunswic_L_neburg	predecessor	Ernest_I_Duke_of_Brunswic_L_neburg
Philip_V_of_France	predecessor	John_I_of_France
Louis_XIII	predecessor	Henry_IV_of_France
John_I_of_Castile	predecessor	Henry_II_of_Castile
John_II_of_Aragon	predecessor	Alfonso_V_of_Aragon
Henry_III_of_France	predecessor	Charles_IX_of_France
Charles_V_Holy_Roman_Emperor	predecessor	Philip_I_of_Castile
Louis_the_Stammerer	predecessor	Charles_the_Bald
Maximilian_Sforza	predecessor	Louis_XII
Joanna_of_Castile	predecessor	Ferdinand_II_of_Aragon
John_IV_of_Portugal	predecessor	Philip_IV_of_Spain
Henry_I_of_Castile	predecessor	Alfonso_VIII_of_Castile
Jeanne_d_Albret	predecessor	Henry_II_of_Navarre
Galeazzo_Maria_Sforza	predecessor	Francesco_I_Sforza
John_of_Montfort	predecessor	John_III_Duke_of_Brittany
Jeanne_d_Albret	predecessor	Antoine_of_Navarre
Yolanda_Latin_Empress	predecessor	Peter_II_of_Courtenay
Joan_I_of_Navarre	predecessor	Henry_I_of_Navarre
Louis_XVIII	predecessor	Napoleon
Antoine_Duke_of_Montpensier	predecessor	Antoine_Philippe_Duke_of_Montpensier
Simon_I_Duke_of_Lorraine	predecessor	Theodoric_II_Duke_of_Lorraine
Maria_Teresa_Cybo_Malaspina_Duchess_of_Massa	predecessor	Alderano_I_Cybo_Malaspina
Rudolph_II_of_Burgundy	predecessor	Rudolph_I_of_Burgundy
Anne_of_Austria	predecessor	Louis_XIV
Rudolph_of_France	predecessor	Robert_I_of_France
Francis_I_Holy_Roman_Emperor	predecessor	Leopold_Duke_of_Lorraine
Willa_of_Tuscany	predecessor	Ermengarde_of_Tuscany
Arnulf_Count_of_Holland	predecessor	Dirk_II_Count_of_Holland
Renata_of_Lorraine	predecessor	Archduchess_Anna_of_Austria
Ferdinand_I_of_the_Two_Sicilies	predecessor	Charles_III_of_Spain
Robert_II_of_France	predecessor	Hugh_Capet
Lothair_II_of_Italy	predecessor	Hugh_of_Italy
Charles_the_Fat	predecessor	Carloman_II
Charles_IV_of_Anjou	predecessor	Ren__of_Anjou
Antoine_of_Navarre	predecessor	Henry_II_of_Navarre
Louis_VII_of_France	predecessor	Louis_VI_of_France
Philip_IV_of_France	predecessor	Philip_III_of_France
Raymond_of_Burgundy	predecessor	Nuno_Mendes_count
John_IV_Duke_of_Brittany	predecessor	John_of_Montfort
Louis_XII	predecessor	Charles_Duke_of_Orl_ans
Charles_Emmanuel_IV_of_Sardinia	predecessor	Victor_Amadeus_III_of_Sardinia
Rudolph_III_of_Burgundy	predecessor	Conrad_I_of_Burgundy
James_III_of_Scotland	predecessor	James_II_of_Scotland
Francis_I_Holy_Roman_Emperor	predecessor	Charles_VII_Holy_Roman_Emperor
Ramon_Berenguer_I_Count_of_Barcelona	predecessor	Berenguer_Ramon_I_Count_of_Barcelona
Antoine_Duke_of_Lorraine	predecessor	Ren__II_Duke_of_Lorraine
John_of_Gaunt	predecessor	Richard_II_of_England
Maximilian_II_Holy_Roman_Emperor	predecessor	Ferdinand_I_Holy_Roman_Emperor
Philip_II_Duke_of_Savoy	predecessor	Charles_II_Duke_of_Savoy
Claude_of_France	predecessor	Anne_of_Brittany
Joan_Countess_of_Ponthieu	predecessor	Marie_Countess_of_Ponthieu
Henry_VII_of_England	predecessor	Richard_III_of_England
Carloman_II	predecessor	Louis_the_Stammerer
Louis_V_of_France	predecessor	Lothair_of_France
Philip_the_Good	predecessor	John_the_Fearless
Alfonso_IX_of_Le_n	predecessor	Ferdinand_II_of_Le_n
George_II_of_Great_Britain	predecessor	George_I_of_Great_Britain
Henry_III_of_England	predecessor	Louis_VIII_of_France
Henry_IV_of_England	predecessor	Richard_II_of_England
Prince_Ferdinand_Duke_of_Montpensier	predecessor	Antoine_Duke_of_Montpensier
Henri_Count_of_Chambord	predecessor	Charles_X
Frederick_III_Duke_of_Lorraine	predecessor	Matthias_II_Duke_of_Lorraine
Agnes_of_Burgundy_Duchess_of_Bourbon	predecessor	Marie_Duchess_of_Auvergne
John_I_of_France	predecessor	Louis_X_of_France
Charles_Martel	predecessor	Theudoald
Pepin_I_of_Aquitaine	predecessor	Louis_the_Pious
Prince_Philippe_Count_of_Paris	predecessor	Ferdinand_Philippe_Duke_of_Orl_ans
Charles_the_Fat	predecessor	Charles_the_Bald
Louis_IX_of_France	predecessor	Louis_VIII_of_France
Henry_VI_Count_of_Luxembourg	predecessor	Henry_V_Count_of_Luxembourg
Gerard_Duke_of_Lorraine	predecessor	Adalbert_Duke_of_Lorraine
Pepin_the_Short	predecessor	Carloman_mayor_of_the_palace
Peter_I_of_Portugal	predecessor	Afonso_IV_of_Portugal
Simon_I_de_Montfort	predecessor	Amaury_I_de_Montfort
Sancho_IV_of_Castile	predecessor	Alfonso_X_of_Castile
Charles_the_Fat	predecessor	Louis_the_German
Isabella_Duchess_of_Lorraine	predecessor	Charles_II_Duke_of_Lorraine
Edward_IV_of_England	predecessor	Henry_VI_of_England
John_King_of_England	predecessor	Richard_I_of_England
Ferdinand_III_of_Castile	predecessor	Alfonso_IX_of_Le_n
Henry_III_of_Castile	predecessor	John_I_of_Castile
Canute_VI_of_Denmark	predecessor	Valdemar_I_of_Denmark
Robert_III_Count_of_Dreux	predecessor	Robert_II_Count_of_Dreux
Henry_VI_of_England	predecessor	Henry_V_of_England
Archduchess_Anna_of_Austria	predecessor	Marie_of_Bade_Sponheim
Albert_II_Duke_of_Austria	predecessor	Frederick_the_Fair
Bernard_of_Italy	predecessor	Charlemagne
Mary_of_Burgundy_Duchess_of_Cleves	predecessor	Charles_the_Bold
Piero_di_Cosimo_de_Medici	predecessor	Cosimo_de_Medici
Charles_Duke_of_Orl_ans	predecessor	Louis_I_Duke_of_Orl_ans
Hugh_V_Duke_of_Burgundy	predecessor	Robert_II_Duke_of_Burgundy
John_VIII_Count_of_Vend_me	predecessor	Louis_Count_of_Vend_me
Ferdinand_II_of_Aragon	predecessor	Louis_XII
Valdemar_I_of_Denmark	predecessor	Sweyn_III_of_Denmark
Francesco_I_de_Medici_Grand_Duke_of_Tuscany	predecessor	Cosimo_I_de_Medici_Grand_Duke_of_Tuscany
Louis_X_of_France	predecessor	Joan_I_of_Navarre
Philip_III_of_Spain	predecessor	Philip_II_of_Spain
Charles_VIII_of_France	predecessor	Louis_XI
Beatrice_of_Provence	predecessor	Ramon_Berenguer_IV_Count_of_Provence
Joanna_of_Castile	predecessor	Philip_I_of_Castile
Henry_I_of_Navarre	predecessor	Theobald_II_of_Navarre
Afonso_III_of_Portugal	predecessor	Sancho_II_of_Portugal
Philip_IV_of_France	predecessor	Joan_I_of_Navarre
Ferdinand_IV_of_Castile	predecessor	Sancho_IV_of_Castile
Henry_IV_of_France	predecessor	Henry_III_of_France
Philip_the_Bold	predecessor	John_II_of_France
Drogo_of_Champagne	predecessor	Pepin_of_Herstal
Girolamo_Savonarola	predecessor	Piero_the_Unfortunate
Alfonso_V_of_Aragon	predecessor	Ferdinand_I_of_Aragon
Edward_III_of_England	predecessor	Edward_II_of_England
Louis_Duke_of_Orl_ans_1703_1752	predecessor	Henri_Jules_Prince_of_Cond_
Ecgberht_King_of_Wessex	predecessor	Baldred_of_Kent
Lorenzo_de_Medici	predecessor	Piero_di_Cosimo_de_Medici
Mary_Queen_of_Scots	predecessor	James_V_of_Scotland
